naziv,opis,datum_od,stevilo,sifra_prizorisca,kategorije_sifre,kategorije_nazivi,kategorije_sifre_new,kategorije_nazivi_new
Pohod iz Grosuplja k Županovi jami,zdaj čas spoznati sloveniti drugače vajen izlet tujina ogled svetoven znamenitost letos več čas nameniti raziskovanje presenetljiv skrit kotiček bližina doma doživetje prag sosednji travnik potok kraški polje ozek dolina strm hrib vabiti odkriti manj znan osupljiv naraven lepota zelen okolica grosuplje pohod grosuplje županov jama potekati evropski pešpot grosupeljski pot datum sobota maj zbiren mesto železniški postajati grosuplje smer pot grosuplje spodnji slivnica vodomčev gaj cerov županov jama ogled vodnik vodomčev gaj cerov županov jama povratek županov jama ponov brezje grosuplje priporočilo pot lahek dolg kilometer primeren družina otrok možen skrajšanje velikost skupina omejen največ pohodnik zato potreben prijava obvezen pohodniški oblačilo dober obutev malica pijača nahrbtnik primer slab vreme pohod prestavljen teden županov jama pot utrjen zavarovan potrebno dodaten kondicija podzemen lepota voditi stopnica hoditi lasten odgovornost prispevek organizacija topel napitek vstopnina popust sklop pohod vodomčev gaj županov jama odrasel otrok leto pohod vstopnina prositi predhoden prijava informacija info zupanovajamasa teti vabljen,2020-05-30 08:00:00,736,357769747687186.0,"3,16,85","Sports,Kid Friendly,Hiking",3,Sports
Otvoritev Sezone - Johny DJ l Diskoteka Studenec,žurer žurerka ponovno odpirati vrata ljub diskoteka diskoteka studenec vračati september naužiti topel poleten zrak prepričan dobro ogreti letošnji sezona čakati polno presenečenje nor žurka nov koncert lahko naštevati nov sezona otvoriti spodobiti rezident znan radisjka voditelj dje animator johny dje vrteti nov hiteti spremljati celoten poletje velik hiteti slišati leto leto lep kelnarica veselje postreči priti pravočasno čakati welcom drink videti najbolj nor klub videti zelen diskoteka studenec obljubljati prost vstop welcom drink akcijski cena pijača privlačen hostesa noro žurka dober družba začetek lokacija diskoteka studenec vrzdenec,2019-09-14 21:30:00,614,208797859138687.0,38,Dance,38,Dance
Jamski svet pod gorami,jama nadaljevati globoko brezno raziskovati jama nekoč neustrašen raziskovalec globina odgovor mnog vprašanje dobiti razstava jamski svet gora pripraviti organiziran jamarstvo slovenski nov dosežek raziskava vrhunski jamski fotografija jamski poligon virtualen spust jama razstava ogled marec,2019-09-20 18:00:00,136,224708170915401.0,5,Other,5,Other
Brucovanje 2019 EMKEJ,nov šolski leto začeti študijski leto vrata nov šolski leto postati bruc vstopiti visoko letnik študij vpisati magisterij doktorat bruce lahko vstopiti študentski obdobje sobota platz sevnica pripraviti odlično zabava brucovanje emkej paziti dijakinja študentjek imeti dijaškimštudentski potrdilo pijača gratis dogodek imeti tekmovanje beerpong flip cup zelo lep nagrada dober pozabiti dijaški študentski potrdilo priti odlično zabava vstop prost,2019-10-19 21:00:00,156,717030018428670.0,38,Dance,38,Dance
3. Tekaško srečanje Istrskega maratona - Gremo na en Žveltin,priprava luka koper istrski maraton prazničen december skupaj pripravljati luka koper istrski maraton tokrat čakati božiček tek primeren začetnik aktiven tekač zato pogumno pridružiti skupaj ogreti teči družiti zabavati pozabiti božičen oprema pijača običajno uživati tek dobiti nedelja bonifika koper tekaški skupina ekipec nik sara tek lasten odgovornost,2019-12-22 09:00:00,150,567698513244505.0,3,Sports,3,Sports
Ogled filma Omar,oskar nominiran film omara režija hany assad palestina angleški podnapis nuditi pogled življenje izraelski okupacija narava izraelski film nominiran leto oskar dobiti številen nagrada dober film festival cannes sekcija certain regarda film zmagati carthaga film festival dubao film festival ghent film festival številen hany assad režiser rojen nazaret kariera režiser odločiti videti film znamenit režiser šteti oče film michela khleifija leto režirati kratek film paper house takrat dalje ustvariti film šteti ran wedding paradis now idol mountain between assad avtor številen film veljati omeniti ford transiti film izraelec spodbuditi strah delo sanja zbuditi fantazija okupacija obstajati film slediti majhen pogostitev dogodek del kulturen ambasada palestina več ostal dogodek okvir kulturen ambasada palestina lahko prebrati,2019-10-16 20:00:00,110,669257476513590.0,36,Film,36,Film
Kostanjev Piknik,prihod jeseni prinašati vstop nov študijski leto tradicionalen kostanj piknik vabiti pridružiti četrtek oktober skriven gozdiček tadža mahalo kjer preživeti prijeten večer pečen kostanj čaj kuhan vino vrhunski kakovost dogodek namenjen druženje posebno primeren bruc volja spoznavanje sošolec star generacija študent prinesti skodelica čajkuhan vino kostanj veliko dober volja zaželen kitara večeren potikanje gozdiček toplo priporočen čelka primer zmanjkati prostor klopca priporočati podloga sedenje pot gozdiček označen videti četrtek dogodek sofinancirati šobf okej revolucionaren tetrapak pakiranje dodatek začimba dejansko red verjeti,2019-10-17 16:30:00,150,1333366460201410.0,25,Art,25,Art
Mega žur - MIRO Todosovski & DJ / 15.11.,novembrski žur vrata videti zabava soba room znan gost mira todosovski dje dobro glasba zabavati jutranji ura videti,2019-11-15 22:00:00,118,37121076495.0,2,Music,2,Music
Opasilo LOKEV 2019,program pregled prenovljen prostor lokev razstava nka galeb lokev nastop otrok vrtec šola predstavitev pgd lokev nastop kraški pihalen godba mažoretka pozdrav predsednik lokev nastop član tkšd urbanščica famlje ples skupina zvit feltna jastreb,2019-09-28 15:00:00,359,109298410452062.0,38,Dance,38,Dance
Otvoritev nove lokacije Evolucije,drag prijatelj član partner vesel del del zgodba zato vabiti petek ura otvoritev nov lokacija evolucija litijski uraden otvoritev vadben izobraževalen center namenjen kratek predstavitev ogled druženje vprašanje kramljanje prerez trak priložnost nazdraviti nov cilj druženje nadaljevati nadstropje nizko kavarna oscar pripraviti degustacija okusen shakeov čokoladica topatlet veseliti druženje prerez trak čakati videti voden vadba opna gyem začeti ponedeljek,2019-09-13 17:00:00,199,1458597191050385.0,"16,53","Kid Friendly,Fitness",53,Fitness
Potopisni ponedeljki v Celici: Iran,lasten oči preveriti kompliment leteti račun bivši perzijski država bližnji vzhod iran resnično upravičiti sloves zapisati popotniški vrhunec skrivnosten presenetiti pogled moderen tehrana puščavski mesto šiitski svetišče vzdušje noč shiraz esfahan nebeški vasica razprostirati oblak spomin vtisniti nepredstavljiv gostoljubnost lokalen prebivalstvo vabiti potep foto video spomin tritedenski popotovanje skrajen sever jug islamski republika predavaati tomaž krušič nina fučka,2020-03-16 19:00:00,222,175703824416.0,"5,16","Other,Kid Friendly",5,Other
Maribor Grind Hell,meter crijev cra inkubator bukator sla smeć smeć sla meter crijev edin čametati bend grinda scena leto veljati pravi legenda nastop maska spadati prihajati ister glasba nastop jemati star istrski legenda mit death metal punk specialen gost grinda spektakel legenda istrski grinda djed mrz inkubator bukator grinda scena leto vmesen mrk vojaški stanje bend ponovno oživeti noisecor leto sam praviti žgati polno sos smeć smeć nastati kontejner december leto igrati ljubkovalno scumcor začetek bend sestavljati član kasno buk otpor festival član član bend ola anonimen alkoholik vokal jan kitara slađa kitara ivan boben,2019-10-12 21:00:00,125,119301271601960.0,"2,224,259","Music,Punk rock music,Hardcore music",2,Music
MICHAEL GIRA + posebni gost: Norman Westberg (Swans) @ KŠ,eng ustanovitelj nesporen poveljnik gromek swans michael girati obisk kulten zasedba šiška vračati izkusiti solo akustičen izvedba poseben gost turneja lasten solo akustičen nastop pridružiti soborec swans vpliven kitarist norman westberg obisk markanten možakar ljubljana globoko vtisniti spomin manj pričakovati tokrat fen swans thurston moore einstürzenda neubauten več info vstopnica prodaja splet prodajen mreža eventim predprodaja dan dogodek popust omejen število prijaviti kša newsletter prenesti kša app,2019-10-23 20:00:00,745,154287574875.0,"2,6","Music,Concert",2,Music
"Razprodano - Big Foot Mama - KluBar, Kranj",končno otvoritev letošnji sezona dogovoriti butičen eksluziven koncert skupina biga foa mama koncert skupina obljubljati poseben rockerski odklop vrata odpreti nastop early bird vstopnica naprej koncert količina vstopnica zelo omejen zato priporočati nakup predprodaja čimprej prodajen mesto lokal klubar vstopnica lahko kupiti predprodaja nakazilo trr povezava evstopnica biga foot mama skupina biga foot mama leto opravičevati status velik slovenski bend zgodovina konstantno prisotnost velik prizorišče koncerten teren zdaj nov razlog nov koncerten zagon marec letos iziti studijski album plamen raj nastajati berlin ljubljana izid postreči nov radijski uspešnica biga foot mama sanjati album nov skladba nihati preprost rokenrol poezija nažgan kitarski rock epski balada odslikavati zgodba vsakdanji življenje sleheren človek večno dinamika svetel temen stran človeški odnos problem užitek želja realnost skupina biga foot mama zadnji leto zaznamovati velik uspeh razprodan arena stožice leto letnica delovanje razprodan skupen koncert siddharta dvorana leto kasno uspešnica sanjati slab spomin užitek replay kratek stik celovečeren dokumentaren film tist dan teden številen koncert slovenija biga foot mama koncert predstavljati skladba aktualen album plamen raj uspešnica sanjati koncert miniti legendaren skladba več črn tulipan led sever vrn mena užitek replay sam prjatel rola itd,2019-10-05 21:00:00,1529,274530155913754.0,2,Music,2,Music
"PURE Oldies Goldies - Sax Edition | Cvetličarna, 19. Oktober",pura oldies goldies sax edition cvetličarna sobota oktober directed dje shift liv sax lovro ravbar liv drums blasch warma devious aga limit info pura tantums vstopnina mesto eventim petrol dan dogodek blagajna klub dalje,2019-10-19 23:00:00,1367,43956324012.0,15,Party,15,Party
11. ROCK KUBED Koncert,vabljen rock kubed koncert kubed januar pričetek ura nastopati pearl jama project band sodelovati izkušen glasbenik slovenski glasben rock scena radislav marič vokal dejan jakac andrej rot kitara matej batelič bas kitara damjan paljka boben banda veliko poustvarjati energija zvok banda pearl jama seattlea chillers trdo glas hladno štartati postaja ustaviti povsod kjer dobrodošel pravi rockerski glasba dober zabava skupina why nota lean kozlar luigi mitje bobič marka hrvatin dušan sagadin marka jakomin preigravati star hit prost vstop fre entry,2020-01-25 21:00:00,230,112043672140444.0,"2,254,255","Music,Blues rock,Electronic rock",2,Music
Nune v akciji! v Žalcu,producent muzikal mamma mia briljantina jurija franka produkcijski hiša prospot radovljica slovenski odrski deska pripraviti velik svetoven hit glasben komedija nuna akcija nuna akcija original nunsens izjemno delo avtor dan goggin premierno uprizorjen december gledališče cherry lan daleč izvajan predstava offbroadway zadnji leto predstava postati praviti mednaroden fenomen preveden več jezik ogledati publika svet nuna akcija domiseln zgodba redovnica znajti denaren težava prisiljen pripraviti dobrodelen show zvezda niz nenavaden situacija redovnica pokazati povsem luč vajen soj reflektor petje ples smeh posebej skupaj zažareti čisto samosvoj način slovenski različica nastopati vrhunski slovenski umetniški ime obiskovalec navduševati najbolj obiskan muzikal slovenija čas mamma mia gojmir lešnjak gojca simona vodopivec franka alenka godec marjan bunič lea bartha pesek glasben vodja instrumentalist predstava sodelovati miran juvan predstava najti košček sam ekipa prepričati lahko svetnik nuna akcija pripraviti kreativen ekipa producent jurija franka režija jaš jamnik prevod priredba drago mislej mef marjan bunič koreografija matevž česen scenografija jož logar kostumografija andrej vrhovnik tehničen izvedba demo produkcija oblikovanje luč kristjan vidner oblikovanje zvok damir rapić primož vozelj marka tureti izdelava scenografija demo produkcija produkcija prospot doa,2019-10-27 18:00:00,592,444784815579359.0,64,Comedy,64,Comedy
TrNOVfest - Drill & Emkej & muzičari,trnovfest ponedeljek avgust drill emkej muzičariti dneven trnovfest vstopnica mesečen trnovfest vstopnica dan tedenski trnovfest vstopnica dan kupec vstopnica predprodaja prejeti brezplačno pijača dan festival trnovfest izžrebati lahko cel dan preživeti glasben izvajalec paket meet and greet trnovfest akcija program festival videti trnovfest uraden povezava,2019-08-12 18:00:00,552,717882301739945.0,"2,6,51","Music,Concert,Music festival",2,Music
"Moč glasbe nas združuje-Veseli december (Lenart, 1.12.2019)",spektakel zamuditi moč glasba združevati vesel december koncerten snemanje oddaja moč glasba združevati kje športen dvorana lenart kdaj nedelja december ura nastopiti vlada kalember srebrn krilo rendezvous božidar wolfand wolf alfa nipič muzikant tomaž domicelj vladimir kočiti zec nov fosil werner klapa skala dar gajšek boštjan konečnik klapovüh lidij amanda stela tavželj robert ficker povezovanje prireditev jasen kuljati saša dobnik ponovno popeljati nazaj mladost čas velik glasben uspešnica povezava napovednik vstopnica predprodaja vip vstopnica predprodaja sedišče vrsta pijača dan prireditev vip vstopnica dan prireditev volja predšolski otrok invaliden oseba prost vstop predprodajen mesto len caff lenart eventim pošta slovenija petrol europarka zabavati,2019-12-01 17:00:00,529,893355407512112.0,"2,6,16,50,55","Music,Concert,Kid Friendly,Dance music,Pop music",2,Music
Koncert v spomin prof. Tomažu Lorenzu,godalen sekstet dolžen violina vid sajovic violina nejc mikolič viola anuš plesničar viola izak hudnik violončelo katarina kozjek violončelo spored antonín dvořák iljič čajkovski godalen sekstet dmol spomin firence vstop prost,2019-09-27 19:30:00,134,2205768809712086.0,25,Art,25,Art
