naziv,opis,datum_od,stevilo,sifra_prizorisca,kategorije_sifre,kategorije_nazivi
Predstava PUJSA PEPA,selnica drava vstopnica eura pisarna tica hram kultura arnold tovornik pona sra tor četa polonca perkuš pujs pep priljubljen junakinja istoimenski risati serija otrok oboževati predstava pujs pep vedeti zdrav dan telovaditi zato zdrav telovadba povabiti prijatelj pep nadaljevati poučevanje zdrav prehrana šteti dan teden slediti zabaven animacija vključen otrok pep oboževati glasba otrok povabiti konec druženje skupaj zapeti otroški pesem druženje zaključiti vesel prepevanje pesem srečen,2020-02-01 10:00:00,290,370775893111640.0,17,Theater
Brezplačna joga ob Zbiljskem jezeru,podružiti skupaj avgustovski večer objem narava zbiljski jezero poleten večer brezplačen joga sreda avgust ura praksa primeren začetnik joga ukvarjati dlje čas praksa joga navdušiti lahek konec dogodek prijaviti nov začeten tečaj joga smlednik pričetek september dogodek prinesti joga podloga potreba brisačka voda udeležba potreben potrditi zaseben sporočilo lejalederer gmailc primer slab vreme dogodek prestavljen nedelja september ura kulturagibanje telojoga ljubezen lej katarina dogodek voda lej katarina lederer registriran učiteljica hath joga cyti soustanoviteljica joga studio kranje,2019-08-28 19:00:00,442,112105179484509.0,27,Health
12. Kongres Socialnih demokratov,svet soočati nov izziv odziv določati prihodnost socialen demokrat odločen stranka skupnost organizirati upravljanje velik sprememba prinašati povezan podneben okoljski socialen ekonomski političen varnosten tveganje zahteva celovit načrt trajnosten socialen razvojen preobrazba družba socialen demokracija načrt sobota november ura rdeč dvorana velenje priti pogledvprihodnost kongressd,2019-11-09 08:45:00,277,432349553487738.0,"5,284","Other,Politics"
"Vozi, Miško!",uprava glaven direktor avtor scenarija dušan kovačević posloven vodja šef postaja režiser avtor priredba gregor čušina nadzoren odbor scenografija martin lesar kiklja glasba blaž podobnik kostum rekvizit aleksander džajić maska klara leben kušara pomočnik tehničen zadeva izdelava scena kleme košir luč mih ton kleme vrabec šofer gašper stojca sprevodnik boštjan smukavec seznam potnik brk borut verovšek stric ivati berlota plešast milan trkulja pop gregor mandeljca šlager pevec mateja mužati lovec kleme košir ženin armin čulić nevesta nataša andereti poročnik bojen dornik muzikant gregor vidmar muzikant krištof čušina vdov blažek udir daniti koselj darek rebolj elizabeta žnidaršič franc žnidaršič manec ropreti milica berlota neja šmida olje stanek ogrina slavko batura bran baloh orača kleme klemenca oračev sinov slavko batura bran baloh franc žnidaršič pozen kulten film tam opevati tam pojesti srbski režiser slobodati šijan scenarist dušan kovačević let gledan nekdanji skupen država širok amerika tolči rekorda črn komedij goditi srbija dan napad jugoslavija april skupina potnik nekje provinca čakati avtobus firma krstić sin priti glaven mesto potnik kmet obiskati sin kasarna šminkerski pevec iti avdicija lovec smrt bolan možak pop človek čakati nemški okupacija mladoporočenec vstopiti avtobus voziti miški sin sprevodnik krstić celodneven pot dogajati različen stvar udeležiti pogreb krpati zračnica prečkati most prenočiti jutro prispeti cilj doživeti nemški zračen napad pogledati film zaživeti oder črn komedij napraviti smrten resen komediti pohiteti avtobus voziti strog vozen red čakati,2019-11-21 19:00:00,129,113406522013518.0,25,Art
Koncert: PEARL JAM Project,peareti jama projecti grung zasedba obala vrhunski izvedba preigravanje velik hit dolg let ponujati svetoven znan skupina peareti jama seattleo vstopnina eura prodaja špital prjatla primer slab vreme dogodek odpasti,2019-07-19 20:00:00,314,1432326970335548.0,2,Music
Europarkov in Hervisov sejem zimske športne opreme,opremiti zimski oddih vrata zimski čas ljubitelj zimski šport veseliti spust zasnežen strmina zimski šport potrebovati dober oprema skupaj prodajalen hervis sobota nedelja november pripravljati sejem zimski športen oprema čakati nov rabljen oprema zimski oddih pestra izbira zimski športen oprema iskati san mlad smučišče spustiti nov smuč letos leto zimski podvig potrebovati oprema lahek rdeč medetaža europarkov parkiren hiša kupiti potreben zimski radost prodajalen hervis europark obiskovalec čas sejem pripravljati številen sejemski popust poseben akcija nakup nov oprema sejem pestra ponudba ideja zimski športen aktivnost predstaviti zimski športen središče turističen ponudnik prodaja rabljen oprema obiskovalec zimski oprema potrebovati več lahek sejem prodati samostojen sklop komisijski prodaja komisijski prodaja lahek obiskovalec kosa oprema oddati sobota november ura nedelja november ura sejem smučarski oprema odprt sobota november ura nedelja november ura,2019-11-23 09:00:00,138,234852275992.0,3,Sports
Tin Vodopivec - Peti element,uspešen turneja rocka roll tina vodopivec vrač odreti svež sola predstava standa komedij element element ogenj voda zemlja zrak naraven element element predstavljati poseben energija nastati dvorana publika nastopajoč lahek doživeti živ kavč dom sms lahek del šov sedaj poslati sms številka sporočilo postati del šov tina najbolj zanimiv sporočiti pokomentirati oder poseben gost šov jan kreuzero rok škrlep,2020-02-01 20:00:00,221,111676048858446.0,"64,142","Comedy,Stand-up comedy"
Otvoritev @Diskoteka Anton,anton otvoritev sobota oktober liveacti banda feati luk basa zelen šta dama ruk šta treba basstian blaz čakati predstavitev novost vroč hostes več vstopnina party dogodek povabiti prijatelj obveščen novost diskoteka anton diskoteka anton nočen klub vinski klet kjer prostor vip sekcija kjer pomemben glasba zabava plesišče vabiti hedonist sanjač videti vabiti,2019-10-26 20:00:00,1234,343838605664729.0,15,Party
"Prospot d.o.o: Briljantina (Grease), muzikal",sobota december december szombati prospot greas muzikati musicati cena vstopnica dan predstava előadás napján greas let jacobs warren casey zabava pivo pogovarjati napisati muzikati življenje najstnikov videvati šola najstnik navdihovati glasba let plošča predvajati večer poroditi ideja muzikalo warren dobiti odpoved menedžer trgovina imeti velik prost čas sedlo pisalen stroj napisati besedilo najdlje predvajati muzikati zgodovina broadway premieren let scena nočen klub kingston mines chicag leto kasneje prvič broadway kritika new york times pritoževati kvaliteta predstava občinstvo navdušen zgodba dogajati začetek šolski let konec let govor mlad človek različen socialen status skupen želja ljubezen govor odraščanje dozorevanje sanja glede večen tema mlad razlog uspeh predstava let premiera osrednji lik muzikati neotesan predrzen fant danny priden lep vzgojen dekla sandy muzikati velik uspeh gledališče šir svet svetoven uspeh muzikati pripomoči film režiser randal kleiser let glaven vloga odigrati takrat mlad uspešen igralec john travolt danny pevka rod olivio newton john vloga sandy film sod popularen filmski muzikal čas glasba film prodan naklada plošča kaset pesem thati want summera nights devoted lestvica svet plošča pesem vedno soditi najbolj prodajan mali plošča čas slovenija film naslov velik uspešnica mnog takrat učiti plesen korak videti film producent slovenski različica muzikati jurje franka sestaviti kreativen ekipa čelo režiser jug mlad igralec plesalec pevec glasbenik odličen prevod pesem poskrbeti glasbenik kantavtor tomaž domicelj dialog duhovit način boštjan gorenca pižama infa,2019-12-14 19:00:00,185,1441383972739820.0,"16,17","Kid Friendly,Theater"
Vinski hrami - Vipavski Križ,letos okvir prireditev vinski hram vipavski dolina martin božič okušati vino lokalen vinar november vabiti idiličen okolje vipavski križ kjer grajski klet predstaviti domač vinar poskusiti lahek vino okrepčati kmečki krožnik vabiti infa prijava kdspajz gmailc,2019-11-23 17:00:00,319,110395025647810.0,21,Drinks
Praznujemo 21 let z Niko Zorjan in BQL,btccity murskasobota praznovati rojsten dan praznovati skupaj nik zorjati bqti sobota december ura lahek posladkati torta velikanka izžrebati nagrajenec velik nagraden igra glaven nagrada darilen bon btca city pssst otrok pripravljati presenečenje miklaaaavž zabava zabava nato konec super sobota čakati čil bar club ritem balkan sobota čil club,2019-12-07 17:00:00,243,1410858792502837.0,"15,16","Party,Kid Friendly"
Big Foot Mama - Challe Salle - Nočni Skok,musica park bivji open air koncert big foota mama letos praznovati let delovanje koncert odigrati daljen september vmes zgoditi zgodovina studijski album desetina ponarodel pesem ikoničen videospot koncert dokumentaren film razprodan velik dvorana veličasten statistika mali povedati pomen let dober slab živet bend veda trden družina big foota mama čas najstniški fenomen zrasel rocka roll institucija leto odkriti nov generacija mlad pogosteje koncert pojavljati starosten generacija odraščati obdobje big foota mama medtem odrasti fant zgodovina govor sam bigfoota uspel ohraniti status rocka velikanov mnog praviti legenda challe salle saš petrović bolj znan challe salle glasbenik veljati lep slovenski raper izkušnja manjkati posneti videospot kariera skupaj šteti več milijon ogled youtuba postavljati sam domač glasbenikov najbolj predvajan skladba youtuba let postaviti nov mejnik zgodovina slovenski glasba pesem lagati ustvarjen reggaeton ritem značilen latina plesen ritem prepletati rapa vložko petje pesem lagati slediti skladba poln kufera gud vajba leteti sodelovanje povabilo najbolj znan uspešen domač pevec jan plestenjak skupaj posneti pesem videospot velik svet skladba letos mesec najbolj predvajati domač skladba radij stran podelitev medijski nagrada žaromet pesem lagati nominirati kategorija pesem let založba menarta prejeti nagrada pesem zaznamovati leto lagati najbolj gledan slovenski videospot youtuba lagati dober pop dueta velik svet jan plestenjak nočen skok danes zasedba sestavljati skupina odličen glasbenikov let skupen del ogromen vaja nastop najti skupen točka glasba pravi pomen več desetleten izkušnja velik pripomoči ustvarjanje kvaliteten avtorski glasba odziv publika kazati pravi pot človek spremljati poslušati bruno viler vodja skupina scena več desetletje dolgoleten izkušnja voda motivirati ostal član skupina preteklost lahek pohvala vrsta uspešnica riba zmagovalen pesem oddaja zdravje bambin stiskati vesel december skladba dekla posneti nov zasedba publika zelo dober sprejeti skupina fant dekla glasbenik družiti skupen ustvarjanje pozitiven vizija prihodnost prijatelj glasba podirati meja pozitiven zreti jutrišnji dan zagotoviti poceni vstopnica prodajen mesto event petrolov bencinski servis,2020-05-22 21:00:00,214,2818005574903858.0,2,Music
5. Vinus festival vin | Ljubljana,potrditi dogodek sodelovati nagraden igra vstopnica sreda oktober center ljubljana prelep lokacija mesto pogled grad natančneje klub top six odvijati vinus festival vino dogodek kjer prisoten vrhunski slovenski vinar lahek razvajati brbončica čudovit okus vino konec grisina oliva vstopnica cena promotor omejen število olaiic omv trafika vključevati neomejen razvajanje vrhunski vino tek celoten večer pravi dogodek potreben kupovati dodaten kupon vhod dan dogodek cena eura promotor biotehniški fakulteta oddelek živilstvo strojen fakulteta soba karta lahek kupiti promotor dogodek spleten stran olaiic poslovalnica omv trafika kavcija kozarec dogodek slediti klub top six after druženje dolg noč vinar vinus festival vino slovenski ister vino ražman korenik moškon vinakoper vino zara vino gordio vipavski dolina vinski klet zaloščan vinarstvo čebron vino colje vinarstvo dor erzelj vino ušati ussa vino žvoklja radgonski gorica hiša vino doppler doppler winery goriški brd klet brd kozjanski hiša vino emina dolenjski klet krški bel krajina kmetija pavlovič vino archives vinski trgovina wevina dober vino svet welcom vinus win festival wednesday october ati klub top six for only promotors anda olaiic omv trafik will abla try win top till will get nica glass for which will giv depositi when bring glass backa will returna money,2019-10-16 18:00:00,1165,331835760245003.0,21,Drinks
1NA1: Gušti & Tomi Meglič — Nova Gorica PRESTAVLJENO NA 26.3.,prestavljen preperčevanje širjenje koron virus koncert gušta tom napovedan kulturen dom nov gorica prestavljen menjava vstopnica potreben vračilo kupnina možen prodajalec sit teater predstavljati glasben dialog prvakov slovenski koncerten rocka avtorjev praktičen napisati let črn tulipan platina postaviti nov temelj slovenski ljubezenski rocka lirika nekdaj glasben rival tokrat oder skupaj obujati spomin iskati nov dimenzija nota poezija tom meglič mih guština gušta glasba glasba ekskluziven glasben poslastica iti zamuditi poceni vstopnica predprodaja blagajna kulturen dom nov gorica delavnik ura pričetek prireditev sobota nedelja ura pričetek prireditev blagajna kulturnidomngs cena vstopnica dan dogodek več infa fota marka alpner,2020-02-26 20:00:00,422,140016432794318.0,2,Music
