naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster,center_distance
TrNOVfest - Slon in sadež rokenrol orkester + If Floyd,trnovfesti četrtek avgust slon sadež rokenrola orkester ifa floyd dneven trnovfesti vstopnica mesečen trnovfesti vstopnica dan tedenski trnovfesti vstopnica dan kupec vstopnica predprodaja prejeti brezplačen pijača dan festival trnovfesti izžrebati lahek cel dan preživel glasben izvajalec paket meet anda greet trnovfesti akcija program festival videti trnovfest uraden povezava,2019-08-15 18:00:00,1169,717882301739945,0,0.06328563493506931
16. tek okoli Gradiškega jezera,turističen društvo gradišče lukovica vaba tek gradiški jezero odvijati nedelja september,2019-09-22 08:00:00,721,791014467735025,2,0.07410732371933308
Dalmatinski večer s Klapo Dalmari,poletje zaključiti lep dalmatinski skladba izvedba dober mariborski klap dalmara poletje morje sonce dopust brezskrben poležavanje plaža vonj morje ladja obzorje morski hrana rujen kapljica osvežilen pijača ljubezen lep spomin občutek pričarati izkušen pevec izkušnja nabirati različen pevski zasedba glas leto združiti klap dalmara vodstvo marka mandirjati zapeti lep dalmatinski skladba predstaviti nov zaključek poletje lahek predprodajen cena avgust reden cena,2019-08-31 20:00:00,834,104495144232901,0,0.02632298531134539
Otvoritev gostilne Cona s TANJO ŽAGAR,končen odpirati vrata zato pripraviti odličen zabava pester glasben program prireditev potekati parkirišče gostilna cona industrijski cona semič odličen zabava začeti tanja žagar skupina avantura pijača jedača poskrbljen vstopnina,2019-09-07 19:00:00,811,106293526076202,2,0.008829296663809707
Kozjak poje in igra 2019,lušten kozjak pojesti igra odvijati dogodek leto nazadnje let nepozaben obljubiti letos dober najprej razvedriti ljudski pevec godec potem jutro zabavati ansambel vikend edin čag boys,2019-08-24 18:00:00,884,382213458561303,2,0.0616089339062038
TABU akustik,odpeljati festival arsan kjer skupaj tabu odpeljati visok oblak vstopnica predprodajen cena april prodajen mesto event tabu najbolj priljubljen slovenski zasedba pretekel let praznovati obletnica delovanje album podirati rekorda domač glasben scena singla album dober viti tabu lahek srce postati brezčasen vedno navduševati generacija poslušalec album mali nor ideja doseči platinast naklada singel poljubiti največkrat predvajati hit let obletnica delovanje izdati besti album pripraviti jubilejen turneja festival arsan predstaviti nov akustičen projekt izštekan,2019-07-27 21:30:00,751,476392372390694,4,0.02592966714368809
64. Pohod - Pot ob žici in Tek trojk,pohod pot žica prvič organiziran let pohod potek dolg pot ljubljana kjer svetoven vojen stati žičnat ograja italijanski kasneje nemški okupator zato dobiti ime pot žica spomin osvoboditev ljubljana maj prireditev izvedba spodbujati gibanje zdrav način življenje glaven cilj danes zadnji desetletje število rekreativec rekreativka odločiti pohod tek trojka leto povečevati prireditev leto organiziran začetek maj konec teden blizek maj mesten občina ljubljana praznovati dan mir nekoč dan zmaga vstop evropski unija dan praznovati dan evropa pot pohodnik volja leto sklop dogodek vikend mesec maj prireditev leto tradicionalen otvoriti otrok ljubljanski vrtec petek nadaljevati pohod šolarjev osnoven šola dijak srednji šola sobota pot napolniti ljubitelj pohodništvo tekač tek trojka soboten del pohod namenjen manj bolje pripravljen pohodnik lahek trasa izbrati dolžina kilometer razdalja prilagoditi glede sposobnost kondicija predprijava pohod potreben udeleženec lahek ura dalja registrirati vhoden kontrolen točka vič šiški bežigrad jarš polje fužina rudnik livada kjer doba kontrolen kartonček nadaljnji točka zbirati žig cilj odprt ura prehod prehoditi celoten pot dolžina dobiti poseben kolajna soboten del prireditev tek trojka kilometer članski veteranski kategorija meter osnoven srednji šola iti edinstven tekaški prireditev kjer trojka čas teči skupaj cilj veljati čas zadnji preteč ciljen črta rezultat upoštevati rezultat trojka način tekmovanje organizator spodbujati tekač medsebojen pomoč solidarnost šteti čas doseči šibek člen trojka zato bolje pripravljen član ekipa pomagati bodriti motivirati,2020-05-07 09:00:00,5470,275124796365576,0,0.027426026954205603
Koncert: Manouche,ljubitelj igriv plesen ritem manouch ljubljana potem soboten večer nalašč oder glaven trg tokrat znamenje electer swing mešanica elektronski plesen glasba imenovan gypsy swing francoski manouch jazzovski slog let stoletje priti kdaj sobota december kje glaven trg pravljičen celj celj knežji mesto visiti celj več tica celj,2019-12-21 20:00:00,522,895600303821792,0,0.03261700228223433
Koncert Vlado Kreslin,črn kitara klobuk tradicionalen kavarna ava skupaj prepevati vladov velik uspešnica začeti leto dober možen način vstopnica volja načelo dokler zmanjkati kavarna ava cena,2020-01-18 22:00:00,587,207946845883473,0,0.05770366901419825
Strange Kind of Women,february strang kinda women only femati tribut deep purpel liv for first tima slovenio miss iti februar snacka bar prihajati edin ženski tribut banda zasedba nepozaben roker deep purpel ime nadeti uspešnica britanski glasbenikov dekle očarati stas glas pestriti glasben kariera nanizati številen koncert svet občinstvo razvajati vrhunski glasben izvedba nepozaben nastop vedno znova prepričati potrditi trenuten dober tribut banda zasedba daleč slovenski občinstvo prvič oder zato zamuditi priložnost spoznati pustiti zavest nežen pogled punca dober veda stvar streči videti žusterna februar vstopninaticket,2020-02-22 22:00:00,975,144501068991113,4,0.033422656903780934
"Pivo in burger ""na plac""",naslednji dan koncert pripraviti night remember poseben pivo burger festi kjer pričakati dober pivo dober burger obilo glasba mladost več podrobnost kmalu,2019-08-23 19:00:00,569,2593940387297282,0,0.02505390213951335
FIS Svetovni pokal v deskanju na snegu,tokrat navijati slovenski deskar deskarka dogodek brezplačen petek ploščad terma zreči zbor tekmovalec obiskovalec pozdrav gostitelj uraden žreb starten številka roči open party djje sobota smučišče jasa kvalifikacija tekma zabava djje bobnarski skupina laški zabava djje polkaholik bobnarski skupina laški zabava djje finale podelitev pokal after party uniorček dje glasben skupina zvit felten,2020-01-17 19:00:00,734,171046819165,2,0.058907069481408426
"Mega Pustna Zabava - PLAVI ORKESTAR, Luka BASI",pusten zabava velik kulten fenomen plaviti orkestar trenuten najbolj vroč luk basa tokrat žurati pusten sobota pogoj nor noč izpolnjen noč velik hit plaviti orkestar laž rodjendan rodjendan suad bolje pijan nega star sati tih teči goodby teens kaj azr odlaziti itd luk basa ruža sedati noć met tax kad vidina bog živ ruža itd vstopnica vip miza prihajati podčetrtek vrač vroč izvajalec sinonim žura zamuditi,2020-02-22 20:00:00,1688,125361280923638,6,0.06195529540114247
"MAGNIFICO, BAJAGA i Instruktori",mojster balkanski diska šlager šarmera pogled velik jugoslovanski pop rocka skupina velik oder nov mesto skladatelj glasbenik balkanski šarlatan ｍａｇｎｉｆｉｃｏ tretjič razprodan arena stožica tokrat šarmirati dolenjski koncert enostaven iti zamuditi prisluhniti cica mica hir ati kam hir ati pukniti zora kuk leti pegica ｂａｊａｇａ ｉｎｓｔｒｕｋｔｏｒｉen vedno razprodan koncert dokazovati glasba osvojiti generacija vonj nostalgija pridih živahnost lahek slišati hit ljubiti dobar način plaviti safir muzik stru godina prolaz brezčasen legenda balkanski vrhunec priložnost zamuditi vstopnica kmalu predprodaja,2020-02-29 20:00:00,1778,489098614819709,4,0.04284333313899255
"Maluma 11:11 World Tour - Ljubljana, Slovenia",malum liv show ljubljana slovenio,2020-03-01 18:00:00,1147,139617532746097,6,0.05471501988885507
Spoznavni žur FFA // sreda 16. 10.,sled fenomenalen otvoritev farma žur frišen manj frišen farmacevt idealen priložnost podružiti bivši bodoč lab partner poblizek spoznati osnoven topilo poskušati razbit manj čaša poletje lahek trenirati skok glava morje zato nov študijski leto iti profesionalen glava sreda teden cirkus zgodnji jutranji ura raziskava kazati študent izpit uspešen udeležiti spoznaven žura zato izzivati usoda priti videti cena vstopnica predprodaja navaden vip vip rezervacija miza rezervacija cirkusklubs klub cirkus trg mladinski deloven brigada,2019-10-16 23:00:00,633,237302949627686,1,0.07642213107876593
"Elvis Jackson, Prismojeni profesorji bluesa, Koala Voice",letošnji konec festival začiniti glasben skupina prismojen profesor blues elvis jackson koati voica avgust ura idrija prismojen profesor blues slovenski blues rocka glasben skupina sestavljati kitarist vokalist julijan erič mih erič usten harmonik vokal lap steel kitara basist mih ribarič bobnar vokalist zlatek djogić glasba temelj blues rocka slog mešati prvina funek countryje jazza rocka let elvis jackson elvis jackson slovenski ski punka glasben skupina ajdovščina glasben slog segati skaj punek hardcor punek reggaej metati koati voica koati voica štiričlanski slovenski glasben skupina skupina sestavljati manec trampuš kitarist domen don holce basist tilen prašnikar bobnar mih prašnikar vstopnica dan pričetek dogodek vhod prizorišče potekati prodaja karta dalja član kiš let cena vstopnina celovečeren dogajanje čipka pozor dalja mogoč zapustiti prizorišče nato vrniti ulet,2019-08-24 21:30:00,809,112113182135310,4,0.06289968433821308
Led Zeppelin 2.0,led zeppelin skupina poustvarjati glasba velikanov rocka nroll led zeppelin skupina tradicija obrniti glava let kasneje vedno upravičen drža roka naslov velik rocka nroll banda zgodovina skladba spopasti priznan slovenski glasbenik ime led zeppelin skupina sestavljati boštjan andrejc bushy kitara vokati night jumpa heavenix avtomobil skunka funka terr mystica patricka vlačič basa night jumpa heavenix terr mystica david morgan boben heavenix jura lesar janez bončina benča big banda rtv slovenija lovra ravbar marina mortenson vstopnina eur,2020-01-18 21:30:00,526,959448327485337,4,0.07094486788573068
"ŽELJKo JoKSIMoVIĆ | Valentinov koncert, 15. Februar, Cvetličarna",velik valentin koncert željka sobota februar željka rodilo april beograd otroštvo glasba sodelovati mnog glasben festival let zmagati glasben festival pariz postati harmonik evropa akademija glasba beograd redek glasbenikov igra let prejšnji stoletje festival poletje preizkusiti konec let ustvariti glasba različen gledališki predstava mandagor ljubinka desanka rob ljubav nemati plat neč plat mnog samostojen kariera zagotovo leto izdati album hiša city records razglašen bolje prodajati album let vsekakor pozabiti nastop let kjer prelep pesem lan zasesti mesto prejeti macel benzecona press award dober festival let beovizija izbor pesem pojaviti pesem ora voditelj skupaj jutranji program rts jovan janković let poročilo let srbeti ponoven zastopati tokrat pesem nija ljubav stvar znova doseči zavidljiv mesto lastnik lasten hiša minacord let minacord trenuten dober hiša regija kariera izdati studijski album velik samostojen pesem vedno postati hit lan nija ljubav stvar ludak vsestranski nadarjen pevec zamuditi omejen število vstopnica volja mesto event petrola,2020-02-15 21:00:00,3008,43956324012,4,0.0794548005565832
Dan francoskih buldogov,vabiti najbolj francoski pasemski dan dan francoski buldog pripeljati frenčija čakati pasji kulinaričen doživetje predstavitev nov kolekcija oblačilo dodatek posebej namenjen pasma brezplačen striženje krempelj brezplačen strokoven predavanje frenčati štafiti pravi pasji torta vabiti podrobneje spoznati pasma lastnik podružiti frenčija kje trgovina mrpeti celovški celovški cesta ljubljana vstop prost,2019-10-19 10:00:00,614,41793461850,0,0.042537493574174516
Riblja Čorba se čuje i bez struje - ekskluzivno akustično,nazabaviseti predstavljati ribljati čorba unplugged cankar dom gallusov dvorana rɪʙʟᴊᴀ čᴏʀʙᴀ čᴜᴊᴇ ʙᴇᴢ sᴛʀᴜᴊᴇ premiera nov album razprodan koncert let izreden velik zanimanje velik hram slovenski kultura cankar dom natančneje velik gallusov dvorana dan vrač ribljati čorba dolg pričakovan ekskluziven akustičen koncert čorba čevati beza strovati pričarati nepozaben koncert cankarjev dom čorba premieren predstaviti nov pesem nov album oder pripeljati godalen kvarteti glasben prijatelj dodaten polepšati nepozaben gati edinstven dogodek ribljati čorba predstavljati najlegendaren rocka skupina područje balkan zgodovina rocka nroll zapisati uspešnica ostati đuber kraj zapad ništi nov nemoj iti moj ulic voliti voliti žena neč ispaden životinja amsterda čorba obstajati let vseskozi koncertirati cel svet uspešen kariera skupina spremljati izjemen bogat diskografija studijski album liv album singel plošča knjiga ribljati čorba skupina pustiti močen pečat exy scena nekajkrat proglasiti skupina let ustvariti pretekel desetletje znan izjemen koncert kamor slediti oboževalec področje cel bivši jugoslavija dogodek nikakor zamuditi nepredvidljiv okoliščina koncert prestavljen kupljen vstopnica veljati nov termin kupec nov termin udeležiti lahek vstopnica vrniti prodajen mesto kjer kupiti povrniti kupnina,2019-09-13 20:00:00,1146,2160128937603474,4,0.1260883208179025
